aardvark;mrówkojad
slicked;slicked
slicker;płaszcz nieprzemakalny
slickest;slickest
slickly;slickly
slickness;slickness
slicks;slicki
slid;zsunął
slide;ślizgać się
slided;slided
slider;suwak
sliders;suwaki
slides;slajdy
sliding;przesuwny
slight;niewielki
slighted;zlekceważony
slighter;mniejszy
slightest;najmniejszy
slighting;slighting
slightingly;lekceważąco
slightly;nieco
slights;lekceważy
slily;slily
slim;szczupły
slime;szlam
slimes;szlamy
slimier;slimier
slimiest;slimiest
slimline;slimline
slimly;slimly
slimmed;odchudzona
slimmer;szczuplejsze
slimmers;slimmers
slimmest;najcieńszy
slimming;odchudzanie
slimness;szczupłość
slims;wyszczupla
slimy;śluzowaty
sling;temblak
slinging;ładujące
slings;stropy
slingshot;proca
slink;poroniony płód
slinking;slinking
slinky;slinky
slip;poślizg
slippage;poślizg
slipped;poślizgnął
slipper;pantofel
slipperiness;śliskość
slippers;kapcie
slippery;śliski
slipping;potknięcie się
slips;kąpielówki
slipshod;niechlujny
slipstream;śladzie
slipup;potknięcie
slipway;pochylnia
slit;szczelina
slither;pośliznąć się
slithered;slithered
slithering;slithering
slithers;slithers
slithery;slithery
slits;szczeliny
slitting;cięcia
sliver;drzazga
slivers;slivers
slob;plucha
slobber;oślinić
slobbering;łkając
slobbers;slobbers
slobbery;slobbery
slobs;slobs
slog;walić
slogan;hasło reklamowe
slogans;hasła
slogged;slogged
slogging;pobijania
slogs;slogs
sloop;slup
slop;pomyje
slope;nachylenie
sloped;pochyłego
slopes;stoki
sloping;pochyły
slopped;slopped
sloppier;sloppier
sloppiest;sloppiest
sloppily;sloppily
sloppiness;niechlujstwo
slopping;slopping
sloppy;niechlujny
slops;pomyje
slosh;breja
sloshed;sloshed
sloshing;sloshing
slot;otwór
sloth;leniwiec
slothful;leniwy
sloths;leniwce
slots;szczeliny
slotted;szczelinowy
slotting;dłutowanie
slouch;ciamajda
slouched;slouched
slouches;slouches
slouching;slouching
slough;bagno
sloughed;złuszczone
sloughing;zrzucanie
slovak;słowacki
slovenia;słowenia
slovenliness;niechlujstwo
slovenly;niechlujny
slow;powolny
slowcoaches;slowcoaches
slowdown;kierowco zwolnij
slowed;zwolnił
slower;wolniej
slowest;najwolniej
slowing;spowalniając
slowish;slowish
slowly;powoli
slowness;powolność
slowpoke;ślamazara
slows;spowalnia
sludge;osad
sludgy;mulisty
slug;ślimak
sluggard;leń
sluggards;sluggards
slugged;slugged
slugging;bryłek
sluggish;powolny
sluggishly;flegmatycznie
sluggishness;ospałość
slugs;ślimaki
sluice;śluza
sluiced;sluiced
sluices;śluzy
sluicing;sluicing
slum;slums
slumber;sen
slumbered;drzemała
slumbering;drzemiących
slumbers;drzemie
slumming;slumming
slump;kryzys
slumped;opadł
slumping;załamanie
slumps;spadków
slums;slumsy
slung;podwieszane
slunk;slunk
slur;łuk
slurp;slurp
slurped;slurped
slurping;slurping
slurps;siorbnięcia
slurred;niewyraźna
slurring;tworzenie zawiesiny
slurry;papka
slurs;łuki
slush;breja
slushed;slushed
slushes;slushes
slushier;slushier
slushiest;slushiest
slushy;grząski
slut;chlapa
sluts;dziwki
sly;chytry
slyer;slyer
slyly;figlarnie
slyness;chytrość
smack;uderzyć
smacked;smacked
smacker;smacker
smacking;bicie
smacks;kutry
small;mały
smaller;mniejszy
smallest;najmniejszy
smallholder;małorolny
smallholders;drobnych gospodarstw
smallholding;małorolny
smallholdings;małych gospodarstw
smallish;niewielka
smallminded;smallminded
smallmindedness;smallmindedness
smallness;małostkowość
smallpox;ospa
smalls;drobnica
smallscale;małą skalę
smalltalk;pogawędka
smalltime;mały czas
smalltown;małe miasto
smart;mądry
smarted;smarted
smarten;rozruszać
smartened;smartened
smartening;smartening
smarter;mądrzejszy
smartest;najmądrzejszy
smarting;smarting
smartly;elegancko
smartness;spryt
smarts;smarts
smash;rozbić
smashed;rozbita
smasher;kociak
smashes;smashes
smashing;druzgocący
smattering;liźnięcie
smatterings;smatterings
smear;rozmaz
smeared;rozmazany
smearing;smarowanie
smears;wymazy
smegma;smegma
smell;zapach
smellable;smellable
smelled;pachniało
smellier;smellier
smelliest;smelliest
smelling;pachnący
smells;pachnie
smelly;śmierdzący
smelt;stynka
smelted;wytapiano
smelter;huta
smelters;huty
smelting;wytapianie
smidgeon;smidgeon
smile;uśmiechnij się
smiled;uśmiechnął się
smiler;smiler
smilers;smilers
smiles;uśmiechy
smiling;uśmiechnięty
smilingly;uśmiechem
smirk;uśmiech
smirked;uśmiechnął
smirking;smirking
smirks;smirks
smite;porazić
smith;kowal
smithereens;drobne kawałki
smiths;kowale
smithy;kuźnia
smiting;uderzenie
smitten;oczarowany
smock;bluza
smocks;szlafroki
smog;smog
smoggy;smog
smogs;smogs
smoke;palić
smoked;wędzony
smokeless;bezdymny
smoker;palący
smokers;palaczy
smokes;pali
smokescreen;zasłona dymna
smokestack;komin
smokestacks;kominy
smokier;smokier
smokiest;smokiest
smokiness;zadymienie
smoking;palenie
smoky;dymny
smolder;tlić się
smooch;smooch
smooth;gładki
smoothed;wygładzone
smoother;gładsza
smoothest;płynny
smoothing;wygładzanie
smoothly;płynnie
smoothness;gładkość
smooths;wygładza
smoothtongued;smoothtongued
smote;smote
smother;udusić
smothered;głuchy
smothering;podduszanie
smothers;smothers
smoulder;tlić się
smouldered;tli
smouldering;tlący
smoulders;tli
smudge;plama
smudged;rozmazany
smudges;smugi
smudgier;smudgier
smudgiest;smudgiest
smudging;rozmazywanie
smudgy;smudgy
smug;kołtuński
smuggle;przemycać
smuggled;przemycony
smuggler;przemytnik
smugglers;przemytnicy
smuggles;przemyca
smuggling;przemycanie
smugly;smugly
smugness;zadowolenie z siebie
smut;świństwa
smuts;smuts
smutty;świński
snack;przekąska
snacks;przekąski
snaffle;buchać
snag;szkopuł
snagged;wyszczerbienia
snagging;wyszczerbienie
snags;zaczepów
snail;ślimak
snails;ślimaki
snake;wąż
snaked;snaked
snakepit;gniazdo węża
snakes;węże
snakeskin;wężowej
snaking;snaking
snaky;snaky
snap;kłapnięcie
snapped;pękło
snapper;smarkacz
snappier;snappier
snappily;snappily
snapping;przyciąganie
snappy;żwawy
snaps;zatrzaskami
snapshot;migawka
snapshots;migawki
snare;sidła
snared;snared
snares;sidła
snaring;wyłapywaniem
snarl;warczenie
snarled;warknął
snarling;warczenia
snarls;snarls
snatch;urywek
snatched;wyrwała
snatcher;snatcher
snatchers;porywacze
snatches;strzępy
snatching;awaryjnym
sneak;skradać się
sneaked;zakradli
sneakers;trampki
sneakier;sneakier
sneakiest;sneakiest
sneakily;sneakily
sneaking;skradanie
sneaks;zakrada
sneaky;podstępny
sneer;szydzić
sneered;zadrwił
sneering;sneering
sneeringly;szyderczo
sneers;szyderstwa
sneeze;kichać
sneezed;kichnął
sneezes;kicha
sneezing;kichanie
snick;nacięcie
snide;obłudny
sniff;wąchać
sniffed;powąchał
sniffer;sniffer
sniffers;sniffery
sniffing;wąchania
sniffle;pociągając nosem
sniffles;sniffles
sniffling;sniffling
sniffly;sniffly
sniffs;trakcie wykrywania
snifter;snifter
snigger;snigger
sniggered;zachichotał
sniggering;podśmiewał
sniggers;chichotami
snip;fantastyczna okazja
snipe;bekas
sniper;snajper
snipers;snajperzy
snipes;snipes
sniping;sniping
snipped;snipped
snippet;skrawek
snippets;fragmenty
snipping;wycinanie
snips;nożyce
snits;snits
snivel;biadolić
snivelling;snivelling
snob;snob
snobbery;snobizm
snobbish;snobistyczny
snobbishly;snobistycznie
snobbishness;snobizmu
snobs;snobów
snoek;snoek
snooker;snooker
snoop;podejrzeć
snooped;nasłuchiwany
snooper;snooper
snoopers;szpiegującymi
snooping;wścibianie nosa
snoops;snoops
snoopy;wścibski
snooze;drzemka
snoozed;odłożone
snoozes;snoozes
snoozing;usypiania
snore;chrapać
snored;chrapał
snorer;snorer
snorers;snorers
snores;chrapanie
snoring;chrapanie
snorkel;rurka do nurkowania
snorkelling;nurkowanie z rurką
snorkels;snorkeling
snort;parsknięcie
snorted;prychnął
snorting;parskanie
snorts;chrząkając
snotty;zasmarkany
snout;pysk
snouts;ryje
snow;śnieg
snowball;śnieżna kula
snowballed;snowballed
snowballing;lawinowo
snowballs;śnieżki
snowbound;śniegiem
snowcapped;snowcapped
snowdrift;zaspa
snowdrifts;zaspy
snowdrop;przebiśnieg
snowdrops;przebiśniegi
snowed;spadł śnieg
snowfall;opady śniegu
snowfalls;pada śnieg
snowfields;snowfields
snowflake;płatek śniegu
snowflakes;płatki śniegu
snowier;snowier
snowiest;najbardziej śnieżnych zim
snowing;śnieżyć
snowline;snowline
snowman;bałwan
snowmen;bałwanki
snowplough;pług śnieżny
snowploughs;pługi śnieżne
snows;śniegi
snowstorm;burza śnieżna
snowstorms;śnieżyce
snowwhite;królewna śnieżka
snowy;śnieżny
snub;odkosz
snubbed;odrzucony
snubbing;pogłębiająca
snubnosed;snubnosed
snubs;snubs
snuff;tabaka
snuffbox;tabakiera
snuffed;zgaszone
snuffing;tak samo wdychanie nosem
snuffle;węszyć
snuffled;snuffled
snuffles;wąchacz
snuffling;pociągając nosem
snuffs;tabaki
snug;przytulny
snugger;snugger
snuggle;tulić się
snuggled;przytuliła
snuggles;snuggles
snuggling;przytulają
snugly;ciasno
snugness;snugness
so;więc
soak;moczyć
soaked;moczony
soaker;moczygęba
soakers;soakers
soaking;moczenie
soakings;soakings
soaks;wyłączeniu silnika
soandso;tak i tak
soap;mydło
soapbox;soapbox
soaped;soaped
soapier;soapier
soapiest;soapiest
soaping;zmydlania
soaps;mydła
soapy;mydlany
soar;szybować
soared;wzrosła
soaring;strzelisty
soaringly;soaringly
soars;soars
sob;szloch
sobbed;szlochała
sobbing;szloch
sobbings;sobbings
sober;trzeźwy
sobered;wytrzeźwiał
soberer;bardziej trzeźwy
sobering;otrzeźwiający
soberly;trzeźwo
sobers;sobers
sobriety;trzeźwość
sobriquet;przydomek
sobs;szlochanie
socalled;tak zwana
soccer;piłka nożna
sociability;towarzyskość
sociable;towarzyski
sociably;sociably
social;społeczny
socialisation;socjalizacja
socialise;uspołecznić
socialised;uspołecznionej
socialising;towarzyskich
socialism;socjalizm
socialist;socjalista
socialistic;socjalistyczny
socialists;socjaliści
socialite;towarzystwa
socially;społecznie
socials;socjalne
societal;społeczne
societies;społeczeństwa
society;społeczeństwo
sociobiology;socjobiologii
sociocultural;sociocultural
socioeconomic;socjoekonomiczny
sociolinguistic;socjolingwistyczne
sociolinguistics;socjolingwistyka
sociolinguists;socjolingwistów
sociological;socjologiczny
sociologically;socjologicznie
sociologist;socjolog
sociologists;socjologowie
sociology;socjologia
sociopolitical;socjopolitycznego
sock;skarpetka
socked;socked
socket;gniazdo elektryczne
sockets;gniazda
socking;socking
socks;skarpety
socrates;sokrates
sod;darń
soda;soda
sodas;napoje gazowane
sodded;zadarnionych
sodden;rozmokły
soddy;soddy
sodium;sód
sodom;sodoma
sodomise;sodomise
sodomised;sodomized
sodomising;sodomizing
sodomite;sodomita
sodomites;sodomitów
sodomy;sodomia
sods;sods
sofa;sofa
sofas;sofy
soffit;podbitka
soft;miękki
softball;softball
softboiled;ugotowane na miękko
soften;złagodzić
softened;zmiękczona
softener;zmiękczania
softeners;środki zmiękczające
softening;zmiękczający
softens;mięknie
softer;miękka
softest;najcichszy
softhearted;o miękkim sercu
softie;softie
softish;softish
softly;delikatnie
softness;miękkość
softspoken;softspoken
software;oprogramowanie
softwood;iglastego
softy;głupiec
soggier;soggier
soggiest;soggiest
soggy;rozmoczony
soh;soh
soil;gleba
soiled;zabrudzoną
soiling;zabrudzenie
soilings;zabrudzeń
soils;gleby
soiree;wieczór
sojourn;pobyt
sojourned;gościem
sojourner;sojourner
sojourners;przychodniami
sojourning;sojourning
sojourns;sojourns
solace;pocieszenie
solaces;pociechy
solanum;solanum
solar;słoneczny
solaria;solaria
solarium;solarium
sold;sprzedany
solder;lutować
soldered;przylutowane
soldering;lutowanie
solders;lutowanie
soldier;żołnierz
soldiered;soldiered
soldiering;wojaczki
soldierly;żołnierski
soldiers;żołnierski
soldiery;żołnierstwo
sole;podeszwa
solecism;solecyzm
solecisms;solecisms
solely;wyłącznie
solemn;uroczysty
solemnities;uroczystości
solemnity;powaga
solemnly;uroczyście
solenoid;elektrozawór
solenoidal;solenoidalne
solenoids;elektromagnesy
soler;soler
soles;podeszwy
solfa;solfa
solicit;zabiegać
solicitation;napraszanie się
solicitations;namawianie
solicited;zamówione
soliciting;zabieganie
solicitor;adwokat
solicitors;solicitors
solicitous;zatroskany
solicitously;pieczołowicie
solicits;zabiega
solicitude;troska
solid;solidny
solidarity;solidarność
solidification;krzepnięcie
solidified;zestalony
solidifies;krzepnie
solidify;zestalać
solidifying;zestalania
solidity;solidność
solidly;solidnie
solidness;solidność
solids;substancje stałe
solitaire;pasjans
solitary;samotny
solitude;samotność
solitudes;samotności
solo;solo
soloing;sola
soloist;solista
soloists;soliści
solstice;przesilenie dnia z nocą
solstices;solstices
solubility;rozpuszczalność
soluble;rozpuszczalny
solute;substancji rozpuszczonej
solutes;substancje rozpuszczone
solution;rozwiązanie
solutions;rozwiązania
solvable;rozpuszczalny
solve;rozwiązać
solved;rozwiązany
solvency;wypłacalność
solvent;rozpuszczalnik
solvents;rozpuszczalniki
solver;solver
solvers;rozwiązują
solves;rozwiązuje
solving;rozwiązywanie
soma;soma
somali;somalijski
somalia;somali
somas;somas
somatic;somatyczny
sombre;ponury
sombrely;mroczno
sombreness;ponurość
sombrero;sombrero
some;trochę
somebody;ktoś
someday;pewnego dnia
somehow;jakoś
someone;ktoś
somersault;salto
somersaulted;salto
somersaulting;somersaulting
somersaults;salta
something;coś
sometime;czasami
sometimes;czasami
someway;jakoś
someways;someways
somewhat;nieco
somewhere;gdzieś
somnambulist;lunatyk
somnolence;senność
somnolent;senny
son;syn
sonar;sonar
sonars;sonary
sonata;sonata
sonatas;sonaty
sones;sones
song;piosenka
songbird;ptak śpiewający
songbirds;śpiewające
songbook;śpiewnik
songs;piosenki
songsters;śpiewaków
songwriter;tekściarz
songwriters;kompozytorów
songwriting;pisania piosenek
sonic;dźwiękowy
sonically;dźwiękowo
soninlaw;zięć
sonnet;sonet
sonnets;sonety
sonny;synek
sonora;sonora
sonorities;brzmień
sonority;dźwięczność
sonorous;dźwięczny
sonorously;donośnie
sonorousness;sonorousness
sons;synowie
sonsinlaw;sonsinlaw
soon;wkrótce
sooner;szybciej
soonest;najwcześniej
soonish;soonish
soot;sadza
soothe;łagodzić
soothed;uspokajała
soothers;smoczki
soothes;łagodzi
soothing;kojący
soothingly;uspokajająco
soothsayer;wieszcz
soothsayers;wróżbici
soothsaying;wróżbiarstwa
sootier;sootier
soots;soots
sooty;okopcony
sop;maczanka
sophist;sofista
sophisticate;sophisticate
sophisticated;wyrafinowany
sophisticates;wyrafinowani
sophistication;sofistyka
sophistry;sofistyka
sophists;sofiści
soporific;nasenny
sopping;sopping
soppy;podmokły
soprano;sopran
sorbet;sorbet
sorbets;sorbety
sorcerer;czarownik
sorcerers;czarownicy
sorceress;czarodziejka
sorcery;czary
sordid;brudny
sordidly;sordidly
sordidness;obskurny wygląd
sore;ból
sorely;bardzo
soreness;ból
sores;owrzodzenia
sorghum;sorgo
sorority;sorority
sorrel;szczaw
sorrier;bardziej przykro
sorriest;sorriest
sorrow;smutek
sorrowed;smutnych
sorrowful;smutny
sorrowfully;smutkiem
sorrowing;zasmuconym
sorrows;smutki
sorry;przepraszam
sort;sortować
sortable;sortable
sorted;sortowych
sorter;sorter
sorters;sortowniki
sortie;wypad wojsk oblężonych
sorties;sorties
sorting;sortowanie
sorts;sortuje
sos;sos
soso;tak sobie
sot;pijus
sotho;sotho
soubriquet;przezwisko
soudan;soudan
souffle;suflet
sought;poszukiwane
soughtafter;podążał za
souk;souk
souks;suki
soul;dusza
souldestroying;souldestroying
souled;souled
soulful;uduchowiony
soulfully;soulfully
soulless;bezduszny
souls;dusze
soulsearching;szukanie duszy
sound;dźwięk
soundcheck;test dźwięku
sounded;brzmiało
sounder;sonda ultradźwiękowa
soundest;soundest
sounding;sondaż
soundings;głośniki
soundless;bezdźwięczny
soundlessly;bezdźwięcznie
soundly;mocno
soundness;solidność
soundproof;dźwiękoszczelny
soundproofed;dźwiękoszczelny
soundproofing;izolacja akustyczna
sounds;odgłosy
soundtrack;ścieżka dźwiękowa
soundtracks;soundtracków
soup;zupa
soups;zupy
soupy;soupy
sour;kwaśny
source;źródło
sourced;pozyskiwane
sourceless;sourceless
sources;źródła
sourcing;sourcing
soured;zatruły
sourest;sourest
souring;zakwaszenie
sourly;kwaśno
sourness;cierpkość
sours;sours
soused;soused
south;południe
southbound;południowa granica
southerly;południowy
southern;południowy
southerner;południowiec
southerners;południowcy
southernmost;południe
southward;południe
southwards;na południe
souvenir;pamiątka
souvenirs;pamiątki
sovereign;suwerenny
sovereigns;monarchowie
sovereignty;suwerenność
soviet;radziecki
sow;siać
sowed;zasiał
sower;siewca
sowers;siewcami
soweto;soweto
sowing;siew
sown;posiany
sows;lochy
soy;soja
soya;soja
soybean;sojowy
soybeans;soja
spa;spa
space;przestrzeń
spaceage;era kosmosu
spacecraft;statek kosmiczny
spaced;odstępach
spaceflight;lot w kosmos
spaceman;astronauta
spacemen;kosmonauci
spacer;odstępnik
spacers;przekładki
spaces;obowiązuje
spaceship;statek kosmiczny
spaceships;kosmiczne
spacesuit;skafander kosmiczny
spacesuits;skafandry
spacey;spacey
spacial;spacial
spacing;rozstaw
spacings;odstępy
spacious;przestronny
spaciously;spaciously
spaciousness;przestronność
spade;łopata
spaded;spaded
spades;pik
spadework;roboty ziemne
spaghetti;spaghetti
spain;hiszpania
spam;spam
span;zakres
spandrels;spandrele
spangle;blaszka
spangled;spangled
spangles;ozdoby
spaniel;spaniel
spaniels;spaniele
spanish;hiszpański
spank;zbić
spanked;lanie
spanker;bezanu
spanking;lanie
spankings;lania
spanks;spanks
spanned;rozpięta
spanner;klucz do nakrętek
spanners;krzyżakowy
spanning;spanning
spans;przęsła
spar;boksować
spare;zapasowy
spared;oszczędzono
sparely;oszczędnie
spares;części zamienne
sparetime;wolny czas
sparing;oszczędny
sparingly;oszczędnie
spark;iskra
sparked;wywołał
sparking;iskrzenie
sparkle;blask
sparkled;skrzyły
sparkler;brylant
sparklers;zimne ognie
sparkles;błyskotki
sparkling;gazowana
sparklingly;błyszcząco
sparkly;świecący
sparks;iskry
sparred;sparred
sparring;sparing
sparrow;wróbel
sparrowhawk;krogulec
sparrows;wróble
spars;drzewca
sparse;rzadki
sparsely;rzadko
sparseness;rozproszenie
sparser;sparser
sparsest;sparsest
sparsity;sparsity
sparta;sparta
spartan;spartański
spartans;spartanie
spas;uzdrowiska
spasm;skurcz
spasmodic;spazmatyczny
spasmodically;spazmatycznie
spasms;skurcze
spastic;spastyczny
spastics;spastyki
spat;sprzeczka
spate;wezbranie wód
spatial;przestrzenny
spatially;przestrzennie
spats;spats
spatter;rozprysk
spattered;roi
spattering;rozpryskiwania
spatters;odprysków
spatula;szpachelka
spatulas;szpatułki
spawn;ikra
spawned;zrodził
spawning;tarło
spawns;ikra
spay;usunąć jajniki samicy
spayed;wysterylizowana
spaying;sterylizacja
spays;spays
speak;mówić
speakable;wypowiadalne
speaker;głośnik
speakers;głośniki
speaking;mówienie
speaks;mówi
spear;włócznia
speared;speared
spearhead;grot
spearheaded;spearheaded
spearheading;pionierem
spearheads;groty
spearing;spearing
spears;spears
spec;spec
special;specjalny
specialisation;specjalizacja
specialisations;specjalizacje
specialise;specjalizować
specialised;specjalistyczny
specialises;specjalizuje
specialising;specjalizujący
specialism;specjalizacja
specialisms;specjalizacje
specialist;specjalista
specialists;specjaliści
specialities;specjalności
speciality;specjalność
specially;specjalnie
specialness;specjalność
specials;specjały
specialty;specjalność
speciation;specjacja
species;gatunki
specifiable;definiowany
specifiably;specifiably
specific;konkretny
specifically;konkretnie
specification;specyfikacja
specifications;specyfikacje
specificities;specyfika
specificity;specyficzność
specificness;specificness
specifics;specyfika
specified;określony
specifier;specyficzny
specifiers;specyfikatory
specifies;określa
specify;sprecyzować
specifying;określającą
specimen;okaz
specimens;próbki
specious;zwodniczy
speck;plamka
speckle;łata
speckled;plamisty
speckles;cętki
specks;plamki
specs;okular
spectacle;spektakl
spectacles;okulary
spectacular;spektakularny
spectacularly;spektakularnie
spectaculars;widowiska
spectator;widz
spectators;widzów
spectra;widma
spectral;widmowy
spectre;widmo
spectres;widma
spectrogram;spektogram
spectrograph;spektrograf
spectrometer;spektrometr
spectrometers;spektrometry
spectrometric;spektrometrii
spectrometry;spektrometria
spectrophotometer;spektrofotometr
spectrophotometers;spektrofotometry
spectrophotometry;spektrofotometria
spectroscope;spektroskop
spectroscopes;spektroskopijne
spectroscopic;spektroskopowe
spectroscopically;spektroskopowe
spectroscopy;spektroskopia
spectrum;widmo
specular;wziernikowy
speculate;spekulować
speculated;spekulowano
speculates;spekuluje
speculating;spekulacje
speculation;spekulacja
speculations;spekulacje
speculative;spekulacyjny
speculatively;spekulacyjnie
speculator;spekulant
speculators;spekulanci
speculum;wziernik
sped;sped
speech;przemówienie
speeches;przemówienia
speechifying;speechifying
speechless;oniemiały
speechlessly;speechlessly
speed;prędkość
speedboat;motorową
speedboats;speedboats
speedcop;speedcop
speeded;przyspieszone
speedier;szybsze
speediest;najszybszą
speedily;prędko
speeding;przyśpieszenie
speedometer;prędkościomierz
speedometers;tachometry
speeds;prędkości
speedup;przyśpieszyć
speedway;żużel
speedwell;przetacznik
speedy;szybki
spell;zaklęcie
spellable;spellable
spellbinder;spellbinder
spellbinding;porywającego
spellbound;oczarowany
spelled;orkisz
speller;podręcznik do ortografii
spellers;spellers
spelling;pisownia
spellings;pisownia
spells;czary
spelt;orkisz
spencer;spencer
spend;wydać
spender;rozrzutnika
spenders;spenders
spending;wydatki
spends;spędza
spendthrift;rozrzutny
spent;wydany
spermatozoa;plemniki
spew;rzygać
spewed;wygłaszane
spewing;wypływa
spews;wypluwa
sphagnum;sphagnum
sphere;kula
spheres;kule
spheric;kulisty
spherical;kulisty
spherically;sferycznie
spheroid;sferoida
spheroidal;sferoidalny
sphincter;zwieracz
sphincters;zwieraczy
sphinx;sfinks
sphygmomanometer;ciśnieniomierza
spice;przyprawa
spiced;przyprawiony
spicer;spicer
spicery;spicery
spices;przyprawy
spicier;spicier
spicily;pikantnie
spicing;przyprawianie korzeniami
spicy;pikantny
spider;pająk
spiders;pająki
spidery;pająkowaty
spied;szpiegował
spies;szpiedzy
spigot;czop
spike;kolec
spiked;kolczasty
spikes;kolce
spikier;spikier
spikiest;spikiest
spiking;wybijanie
spiky;kolczasty
spill;rozlanie
spillage;rozlaniu
spillages;wycieki
spilled;rozlane
spiller;spiller
spilling;wycieki
spills;wycieki
spilt;rozlane
spin;obracać
spinach;szpinak
spinal;rdzeniowy
spindle;wrzeciono
spindles;wrzeciona
spindly;wrzecionowate
spindrier;spindrier
spindriers;spindriers
spindrift;spindrift
spindry;spindry
spine;kręgosłup
spinechilling;spinechilling
spineless;bezkręgowy
spines;kolce
spinet;spinet
spinnaker;spinaker
spinner;prządka
spinners;błystki
spinney;zarośla
spinning;spinning
spinoff;odkręcić
spinoffs;spinoffs
spins;kręci się
spinster;stara panna
spinsterhood;staropanieństwo
spinsters;panny
spiny;kolczasty
spiral;spirala
spiralled;spiralą
spiralling;spirali
spirally;spiralnie
spirals;spirale
spirant;spirant
spirants;szczelinowe
spire;iglica
spires;iglice
spirit;duch
spirited;porywający
spiritedl;spiritedl
spiritedly;spiritedly
spiritless;ospały
spirits;duchy
spiritual;duchowy
spiritualised;uduchowionej
spiritualism;spirytyzm
spiritualist;spirytualista
spiritualists;spirytualiści
spirituality;duchowość
spiritually;duchowo
spirituals;spirituals
spit;pluć
spite;złość
spiteful;złośliwy
spitefully;dokuczliwie
spitfire;choleryk
spitfires;spitfires
spits;pluje
spitting;plucie
spittle;plwocina
spittoon;spluwaczka
spittoons;spluwaczki
splash;pluśnięcie
splashdown;wodowanie
splashed;spryskane
splashes;plamy
splashing;rozpryskiwania
splashy;splashy
splat;plaśnięcie
splatter;bryzg
splattered;obryzgany
splattering;rozpryskiwanie
splayed;splayed
splaying;natryskowego
spleen;śledziona
spleens;śledziony
splendid;wspaniały
splendidly;wspaniale
splendour;splendor
splendours;splendor
splenetic;żółciowy
splice;splatać
spliced;łączone
splicer;splicer
splicers;elementy łączone
splices;spawów
splicing;forniru
spline;klin
splines;wypusty
splint;szyna
splinted;łubki
splinter;drzazga
splintered;splintered
splintering;odprysków
splinters;odłamki
splints;szyny
split;rozdzielać
splits;rozłamy
splittable;rozszczepialne
splitter;rozdzielacz
splitters;pilarki
splitting;rozdzielać
splittings;rozszczepienia
splodge;bazgrać
splodges;splodges
splotches;plamy
splurge;popisywać się
splutter;pryskać
spluttered;spluttered
spluttering;spluttering
splutters;splutters
spoil;zepsuć
spoilage;odpadki
spoiled;zepsuty
spoiler;spojler
spoilers;spoilery
spoiling;psucie
spoils;psuje
spoilsport;człowiek psujący zabawę
spoilt;zepsuty
spoke;przemówił
spoken;mówiony
spokes;szprychy
spokeshave;ośnik
spokeshaves;spokeshaves
spokesman;rzecznik
spokesmen;rzecznicy
spokespeople;rzecznicy
spokesperson;rzecznik
spokespersons;rzecznicy
spokeswoman;rzeczniczka
spokeswomen;spokeswomen
sponge;gąbka
sponged;gąbkowany
sponger;pieczeniarz
sponges;gąbki
spongier;spongier
spongiest;spongiest
sponginess;gąbczastość
sponging;gąbką
spongy;gąbczasty
sponsor;sponsor
sponsored;sponsorowany
sponsoring;sponsoring
sponsors;sponsorzy
sponsorship;sponsoring
sponsorships;sponsoring
spontaneity;spontaniczność
spontaneous;spontaniczny
spontaneously;spontanicznie
spoof;naciąganie
spoofs;oszustwa
spook;zjawa
spooked;wystraszyło
spooking;spooking
spooks;spooks
spooky;straszny
spool;szpula
spooled;buforowane
spooling;buforowanie
spools;szpule
spoon;łyżka
spooned;spooned
spoonful;pełna łyżka
spoonfuls;łyżki
spooning;spooning
spoons;łyżki
spoor;trop
sporadic;sporadyczny
sporadically;sporadycznie
spore;zarodnik
spores;zarodniki
sporran;sporran
sporrans;sporrans
sport;sport
sported;zastosowano
sporting;sportowy
sportingly;sportowo
sportive;żartobliwy
sports;sporty
sportsman;sportowiec
sportsmanship;sprawność sportowa
sportsmen;sportowcy
sportswear;odzież sportowa
sporty;sportowy
spot;miejsce
spotless;nieskazitelny
spotlessly;nieskazitelnie
spotlessness;spotlessness
spotlight;reflektor
spotlighting;spotlighting
spotlights;reflektory
spotlit;spotlit
spoton;spoton
spots;kropki
spotted;cętkowany
spotter;wywiadowca
spotters;spotters
spottier;punktową
spottiest;spottiest
spotting;plamienie
spotty;łaciaty
spouse;małżonka
spouses;małżonkowie
spout;rynna
spouted;wytryskuje
spouting;spouting
spouts;wylewki
sprain;zwichnięcie
sprained;zwichnięty
spraining;spraining
sprains;skręcenia
sprang;sprang
sprat;szprot
sprats;szproty
sprawl;rozwalać się
sprawled;rozwalony
sprawling;rozwalony
sprawls;sprawls
spray;rozpylać
sprayed;rozpyla
sprayer;opryskiwacz
sprayers;opryskiwacze
spraying;rozpylający
sprays;spraye
spread;rozpiętość
spreadeagled;spreadeagled
spreaders;nawożenie
spreading;rozpościerający się
spreads;spready
spreadsheet;arkusz
spreadsheets;arkusze kalkulacyjne
spree;hulanka
spreeing;spreeing
sprig;gałązka
sprightlier;sprightlier
sprightliest;sprightliest
sprightliness;eteryczność
sprightly;rześki
sprigs;gałązki
spring;wiosna
springboard;trampolina
springboards;trampoliny
springbok;springbok
springboks;springboks
springclean;robić porządki wiosenne
springcleaned;springcleaned
springer;skoczek
springier;springier
springiest;springiest
springing;sprężynujące
springs;sprężyny
